User,Activity Type,Day Start ,Date Start,Time Start,Distance,Time,Avg Speed(Avg Pace),Max Speed(Best Pace),Elevation Gain,Calories,Avg HR,Max HR
C,Running,Tue,"Jun 30, 2015 ",9:04 AM,4.69,2.107638889,0.45,0.349305556,171,558,NA,NA
C,Running,Mon,"Jun 29, 2015 ",10:04 AM,2.45,1.1125,0.454861111,0.344444444,NA,291,NA,NA
C,Running,Fri,"Jun 26, 2015 ",9:34 AM,3.5,1.593055556,0.455555556,0.357638889,393,426,NA,NA
C,Running,Sat,"Jun 20, 2015 ",8:53 AM,4.28,1.733333333,0.405555556,0.268055556,312,502,NA,NA
C,Running,Thu,"Jun 18, 2015 ",6:51 PM,2.7,1.127777778,0.418055556,0.305555556,101,320,NA,NA
C,Running,Tue,"Jun 16, 2015 ",4:55 PM,2.5,1.240277778,0.495138889,0.147222222,215,287,NA,NA
C,Running,Sun,"Jun 14, 2015 ",3:30 PM,7,0.056527778,0.484027778,0.229861111,278,805,NA,NA
C,Running,Thu,"Jun 11, 2015 ",6:52 PM,3.02,1.471527778,0.4875,0.266666667,167,353,NA,NA
C,Running,Sun,"Jun 7, 2015 ",9:27 AM,6.48,2.465277778,0.380555556,0.236805556,177,773,NA,NA
C,Running,Thu,"Jun 4, 2015 ",6:52 PM,1.53,0.547916667,0.356944444,0.247916667,57,182,NA,NA
C,Running,Mon,"Jun 1, 2015 ",6:58 PM,2.71,1.155555556,0.427083333,0.249305556,50,327,NA,NA
C,Running,Sat,"May 30, 2015 ",9:08 AM,5.39,0.041944444,0.467361111,0.049305556,338,640,NA,NA
C,Running,Thu,"May 28, 2015 ",6:53 PM,3.46,1.582638889,0.457638889,0.145833333,112,408,NA,NA
C,Running,Tue,"May 26, 2015 ",12:06 PM,2.65,1.085416667,0.409027778,0.046527778,59,314,NA,NA
C,Running,Sun,"May 24, 2015 ",11:02 AM,5.61,2.490277778,0.44375,0.46,285,681,NA,NA
C,Running,Tue,"May 19, 2015 ",9:23 AM,5.96,0.044756944,0.45,0.265972222,94,716,NA,NA
C,Running,Thu,"May 14, 2015 ",6:36 PM,4.3,2.054861111,0.477083333,0.302083333,262,509,NA,NA
C,Running,Sat,"May 9, 2015 ",9:08 AM,3.12,1.274305556,0.408333333,0.292361111,306,368,NA,NA
C,Running,Tue,"May 5, 2015 ",10:48 AM,4,1.822222222,0.455555556,0.26,132,485,NA,NA
C,Running,Mon,"Apr 27, 2015 ",8:20 PM,0,0.04,NA,0.138194444,NA,1,NA,NA
C,Running,Mon,"Apr 27, 2015 ",7:08 PM,3.96,0.086747685,1.313194444,0.54,36,582,NA,NA
C,Running,Mon,"Apr 6, 2015 ",4:46 PM,2.86,1.719444444,0.601388889,0.27,93,329,NA,NA
C,Running,Sun,"Mar 8, 2015 ",9:55 AM,4.26,1.988194444,0.465972222,0.279861111,245,520,NA,NA
C,Running,Sun,"Dec 28, 2014 ",11:30 AM,2.98,1.335416667,0.447916667,0.325,111,362,NA,NA
C,Running,Sat,"Dec 20, 2014 ",9:26 AM,3.22,1.672222222,0.520138889,0.061805556,91,412,NA,NA
C,Running,Sat,"Dec 13, 2014 ",4:13 PM,0.52,0.246527778,0.472916667,0.326388889,55,65,NA,NA
C,Running,Sat,"Dec 6, 2014 ",9:39 AM,3.61,2.103472222,0.582638889,0.3,73,478,NA,NA
D,Running,Wed,"Mar 16, 2016 ",6:16 PM,10.79,2.15625,0.2,0.157638889,122,550,164,177
D,Running,Tue,"Mar 15, 2016 ",5:34 PM,6.66,1.283333333,0.192361111,0.135416667,60,309,164,181
D,Running,Sun,"Mar 13, 2016 ",10:10 AM,20.79,0.072476852,0.209027778,0.140277778,334,947,160,173
D,Running,Sun,"Mar 13, 2016 ",12:00 AM,NA,0.072222222,NA,NA,NA,947,NA,NA
D,Indoor Cycling,Sat,"Mar 12, 2016 ",9:04 AM,0,2.163194444,0,NA,NA,412,152,180
D,Running,Thu,"Mar 10, 2016 ",6:44 PM,14.27,0.049085648,0.20625,0.158333333,154,705,170,188
D,Indoor Cycling,Tue,"Mar 8, 2016 ",5:53 PM,0,2.075694444,0,NA,NA,491,155,178
D,Indoor Cycling,Sat,"Mar 5, 2016 ",9:07 AM,0,2.293055556,0,NA,NA,495,152,180
D,Running,Thu,"Mar 3, 2016 ",6:37 PM,9.79,2.141666667,0.21875,0.172916667,35,511,157,183
D,Running,Sun,"Feb 28, 2016 ",10:00 AM,16.12,0.050648148,0.188194444,0.132638889,79,889,176,186
D,Indoor Cycling,Sat,"Feb 27, 2016 ",9:08 AM,0,2.19375,0,NA,NA,477,152,179
D,Running,Tue,"Feb 23, 2016 ",6:35 PM,11.33,2.296527778,0.202777778,0.165277778,122,589,161,178
D,Indoor Cycling,Mon,"Feb 22, 2016 ",6:27 PM,0,1.919444444,0,NA,NA,443,149,174
D,Running,Sun,"Feb 21, 2016 ",9:41 AM,15.38,0.059050926,0.230555556,0.070138889,345,838,156,180
D,Indoor Cycling,Sat,"Feb 20, 2016 ",9:04 AM,0,2.108333333,0,NA,NA,485,153,175
D,Running,Thu,"Feb 18, 2016 ",6:37 PM,5.19,1.327777778,0.255555556,0.139583333,41,300,149,180
D,Running,Tue,"Feb 16, 2016 ",6:17 PM,10.92,2.19375,0.200694444,0.160416667,121,557,160,176
D,Indoor Cycling,Mon,"Feb 15, 2016 ",6:30 PM,0,1.70625,0,NA,NA,405,152,173
D,Running,Sun,"Feb 14, 2016 ",9:45 AM,15.47,0.057881944,0.224305556,0.184027778,252,857,159,180
D,Indoor Cycling,Sat,"Feb 13, 2016 ",9:02 AM,0,2.294444444,0,NA,NA,522,159,183
D,Running,Thu,"Feb 11, 2016 ",6:43 PM,3.85,0.870833333,0.225694444,0.134722222,NA,228,NA,NA
D,Running,Sun,"Feb 7, 2016 ",11:14 AM,21.15,0.071550926,0.202777778,0.147916667,197,1304,NA,NA
D,Running,Thu,"Feb 4, 2016 ",6:35 PM,9.99,2.154166667,0.215972222,0.14375,61,597,NA,NA
D,Indoor Cycling,Mon,"Feb 1, 2016 ",6:26 PM,0,1.874305556,0,NA,NA,430,151,175
D,Running,Sun,"Jan 31, 2016 ",1:54 PM,11.65,0.043206019,0.222916667,0.102777778,169,612,157,181
D,Indoor Cycling,Sat,"Jan 30, 2016 ",9:01 AM,0,2.2875,0,NA,NA,540,156,182
D,Treadmill Running,Fri,"Jan 29, 2016 ",12:15 PM,2.7,1.134722222,0.420138889,0.316666667,NA,106,NA,NA
D,Indoor Cycling,Mon,"Jan 25, 2016 ",6:26 PM,0,1.936805556,0,NA,NA,0,NA,NA
D,Running,Sun,"Jan 24, 2016 ",9:44 AM,17.27,0.063761574,0.221527778,0.108333333,443,882,159,180
D,Indoor Cycling,Sat,"Jan 23, 2016 ",8:50 AM,0,0.046261574,0,NA,NA,550,144,177
D,Running,Thu,"Jan 21, 2016 ",6:39 PM,13.91,0.051921296,0.223611111,0.135416667,15,822,NA,NA
D,Running,Tue,"Jan 19, 2016 ",6:09 PM,10.83,2.252777778,0.208333333,0.1625,118,660,NA,NA
D,Indoor Cycling,Mon,"Jan 18, 2016 ",6:21 PM,0,2.292361111,0,NA,NA,475,144,181
D,Running,Sun,"Jan 17, 2016 ",9:38 AM,13.85,0.050659722,0.219444444,0.139583333,318,742,160,182
D,Indoor Cycling,Sat,"Jan 16, 2016 ",9:04 AM,0,2.317361111,0,NA,NA,545,156,180
D,Running,Thu,"Jan 14, 2016 ",6:38 PM,9.72,2.3875,0.245833333,0.134027778,72,562,NA,NA
D,Running,Tue,"Jan 12, 2016 ",6:09 PM,6.87,1.492361111,0.217361111,0.118055556,65,400,NA,NA
D,Indoor Cycling,Mon,"Jan 11, 2016 ",6:29 PM,0,2.053472222,0,NA,NA,0,NA,NA
D,Running,Sun,"Jan 10, 2016 ",8:47 AM,8.45,1.853472222,0.219444444,0.166666667,673,498,NA,NA
D,Indoor Cycling,Sat,"Jan 9, 2016 ",10:46 AM,0,2.328472222,0,NA,NA,567,161,183
D,Indoor Cycling,Mon,"Jan 4, 2016 ",6:24 PM,0,2.033333333,0,NA,NA,489,157,184
D,Treadmill Running,Sun,"Jan 3, 2016 ",10:06 AM,9.93,2.221527778,0.223611111,0.163888889,NA,610,NA,NA
D,Indoor Cycling,Sat,"Jan 2, 2016 ",9:11 AM,0,0.057962963,0,0,NA,0,NA,NA
D,Indoor Cycling,Wed,"Dec 30, 2015 ",6:37 PM,0,2.227777778,0,0,NA,503,154,182
D,Running,Sun,"Dec 27, 2015 ",2:03 PM,10.78,2.353472222,0.218055556,0.176388889,108,658,NA,NA
D,Running,Tue,"Dec 22, 2015 ",6:01 PM,6.72,1.615277778,0.240277778,0.135416667,55,397,NA,NA
D,Indoor Cycling,Mon,"Dec 21, 2015 ",6:28 PM,0,0.041840278,0,NA,NA,463,146,184
D,Indoor Cycling,Sat,"Dec 19, 2015 ",9:01 AM,0,2.336805556,0,NA,NA,548,157,186
D,Indoor Cycling,Mon,"Dec 14, 2015 ",6:29 PM,0,1.772916667,0,NA,NA,402,154,181
D,Indoor Cycling,Sat,"Dec 12, 2015 ",9:11 AM,0,2.129861111,0,NA,NA,0,NA,NA
D,Running,Thu,"Dec 10, 2015 ",6:40 PM,9.69,2.235416667,0.230555556,0.128472222,174,576,NA,NA
D,Treadmill Running,Wed,"Dec 9, 2015 ",6:03 PM,0.76,0.045358796,NA:NA,0.159722222,NA,39,NA,NA
D,Running,Tue,"Dec 8, 2015 ",5:59 PM,6.86,1.504861111,0.219444444,0.185416667,NA,416,NA,NA
D,Indoor Cycling,Mon,"Dec 7, 2015 ",6:36 PM,0,1.665277778,0,NA,NA,0,NA,NA
D,Running,Sun,"Dec 6, 2015 ",9:59 AM,13.02,0.047222222,0.217361111,0.152083333,109,792,NA,NA
D,Indoor Cycling,Sat,"Dec 5, 2015 ",9:05 AM,0,0.046805556,0,NA,NA,0,NA,NA
D,Running,Tue,"Dec 1, 2015 ",6:05 PM,7.12,1.738194444,0.24375,0.139583333,31,408,NA,NA
D,Running,Thu,"Nov 26, 2015 ",6:37 PM,7.81,1.634027778,0.209027778,0.170833333,17,468,NA,NA
D,Walking,Wed,"Nov 25, 2015 ",7:03 PM,1.62,1.407638889,0.871527778,0.152083333,NA,84,NA,NA
D,Treadmill Running,Sun,"Nov 22, 2015 ",11:27 AM,9.51,2.068055556,0.217361111,0.157638889,NA,529,165,183
D,Indoor Cycling,Sat,"Nov 21, 2015 ",9:06 AM,0,2.327777778,0,NA,NA,0,NA,NA
D,Treadmill Running,Wed,"Nov 18, 2015 ",6:03 PM,0.82,1.492361111,1.827777778,0.173611111,NA,43,NA,NA
D,Running,Tue,"Nov 17, 2015 ",6:06 PM,6,1.695138889,0.282638889,0.125,53,341,NA,NA
D,Indoor Cycling,Mon,"Nov 9, 2015 ",6:31 PM,0,1.866666667,0,NA,NA,0,NA,NA
D,Running,Sun,"Nov 1, 2015 ",10:18 AM,42.62,0.161655093,0.227777778,0.069444444,157,2599,NA,NA
D,Indoor Cycling,Sat,"Oct 24, 2015 ",8:12 AM,0,1.989583333,0,NA,NA,0,NA,NA
D,Running,Tue,"Oct 20, 2015 ",6:04 PM,8.34,1.920138889,0.229861111,0.174305556,34,502,NA,NA
D,Running,Fri,"Oct 9, 2015 ",1:18 PM,32.27,0.113078704,0.210416667,0.150694444,108,1959,NA,NA
D,Running,Tue,"Oct 6, 2015 ",6:08 PM,7.16,1.671527778,0.233333333,0.127777778,53,425,NA,NA
D,Indoor Cycling,Mon,"Oct 5, 2015 ",5:29 PM,0,0.042222222,0,NA,NA,381,127,178
D,Running,Thu,"Oct 1, 2015 ",5:48 PM,10.48,2.215972222,0.211111111,0.177777778,65,632,NA,NA
D,Running,Wed,"Sep 30, 2015 ",7:02 PM,8.68,2.449305556,0.281944444,0.113194444,45,492,NA,NA
D,Treadmill Running,Tue,"Sep 29, 2015 ",5:16 PM,18.04,0.07005787,0.233333333,0.122222222,NA,851,144,191
D,Indoor Cycling,Mon,"Sep 28, 2015 ",5:30 PM,0,2.16875,0,NA,NA,394,139,180
D,Indoor Cycling,Sat,"Sep 26, 2015 ",8:06 AM,0,2.194444444,0,NA,NA,485,149,177
D,Running,Fri,"Sep 25, 2015 ",5:49 PM,5.71,1.229861111,0.215277778,0.177777778,100,343,NA,NA
D,Running,Fri,"Sep 25, 2015 ",4:13 PM,18.96,0.063564815,0.201388889,0.170833333,345,1157,NA,NA
D,Indoor Cycling,Mon,"Sep 21, 2015 ",5:29 PM,0,1.877777778,0,NA,NA,0,NA,NA
D,Running,Sat,"Sep 19, 2015 ",8:13 AM,10.59,2.045833333,0.193055556,0.165972222,197,639,NA,NA
D,Running,Tue,"Sep 15, 2015 ",6:01 PM,8.63,2.126388889,0.246527778,0.190972222,222,502,NA,NA
D,Running,Sun,"Sep 13, 2015 ",9:34 AM,21.27,0.068506944,0.193055556,0.138194444,531,1308,NA,NA
D,Running,Fri,"Sep 11, 2015 ",3:07 PM,13.56,0.044490741,0.196527778,0.11875,346,825,NA,NA
D,Running,Tue,"Sep 8, 2015 ",6:07 PM,8.56,2.016666667,0.235416667,0.173611111,243,517,NA,NA
D,Running,Sun,"Sep 6, 2015 ",8:26 AM,22.56,0.076793981,0.204166667,0.18125,449,1372,NA,NA
D,Running,Wed,"Sep 2, 2015 ",6:14 PM,11.92,2.336805556,0.195833333,0.153472222,290,722,NA,NA
D,Running,Mon,"Aug 31, 2015 ",10:51 AM,12.57,0.047638889,0.227083333,0.134722222,415,706,NA,NA
D,Running,Mon,"Aug 31, 2015 ",9:16 AM,16.55,0.060914352,0.220833333,0.10625,524,980,NA,NA
D,Running,Sat,"Aug 29, 2015 ",9:46 AM,24.15,0.08443287,0.209722222,0.125694444,817,1467,NA,NA
D,Running,Wed,"Aug 26, 2015 ",7:06 PM,11.81,2.292361111,0.194444444,0.1375,394,631,170,189
D,Treadmill Running,Tue,"Aug 25, 2015 ",6:27 PM,9.87,1.928472222,0.195138889,0.172222222,NA,611,NA,NA
D,Running,Sun,"Aug 23, 2015 ",3:15 PM,16.72,0.0590625,0.211805556,0.149305556,295,1005,NA,NA
D,Running,Fri,"Aug 21, 2015 ",6:54 PM,6.64,1.303472222,0.196527778,0.170833333,208,405,NA,NA
D,Running,Thu,"Aug 20, 2015 ",6:44 PM,11.93,2.356944444,0.197222222,0.147916667,372,729,NA,NA
D,Running,Tue,"Aug 18, 2015 ",6:01 PM,11.94,0.047893519,0.240972222,0.129166667,258,716,NA,NA
D,Treadmill Running,Mon,"Aug 17, 2015 ",6:05 PM,5.25,1.472222222,0.280555556,0.123611111,NA,322,NA,NA
D,Running,Sat,"Aug 15, 2015 ",8:56 AM,12.89,0.043020833,0.2,0.159722222,251,797,NA,NA
D,Running,Thu,"Aug 13, 2015 ",8:06 PM,10.36,2.10625,0.203472222,0.168055556,251,628,NA,NA
D,Running,Tue,"Aug 11, 2015 ",6:04 PM,8.16,1.611805556,0.197222222,0.115972222,161,498,NA,NA
D,Running,Mon,"Aug 10, 2015 ",6:04 PM,6.31,1.245833333,0.197222222,0.148611111,NA,389,NA,NA
D,Running,Sat,"Aug 8, 2015 ",10:12 AM,19.4,0.070983796,0.219444444,0.157638889,753,1175,NA,NA
D,Running,Sat,"Aug 1, 2015 ",11:25 AM,9.21,2.015972222,0.21875,0.142361111,150,561,NA,NA
D,Running,Sun,"Jul 19, 2015 ",9:09 AM,18.65,0.064039352,0.20625,0.156944444,359,1144,NA,NA
D,Cycling,Wed,"Jul 15, 2015 ",4:50 PM,68.05,0.120127315,23.6,53.2,709,1316,147,176
D,Treadmill Running,Tue,"Jul 14, 2015 ",6:51 PM,5.37,1.0125,0.188194444,0.159722222,NA,260,162,179
D,Indoor Cycling,Mon,"Jul 13, 2015 ",5:31 PM,0,1.651388889,0,NA,NA,428,162,178
D,Running,Sat,"Jul 11, 2015 ",7:55 AM,16.11,0.054259259,0.202083333,0.171527778,235,796,163,179
D,Cycling,Wed,"Jul 8, 2015 ",4:41 PM,70.91,0.128819444,22.9,55.9,751,1970,NA,NA
D,Running,Tue,"Jul 7, 2015 ",6:05 PM,8.05,1.776388889,0.220833333,0.1375,200,465,NA,NA
D,Cycling,Wed,"Jul 1, 2015 ",4:34 PM,66.59,0.112314815,24.7,52.2,640,1859,NA,NA
D,Cycling,Wed,"Jun 17, 2015 ",5:48 PM,98.55,0.163969907,25,51.4,968,2778,NA,NA
D,Cycling,Sun,"Jun 7, 2015 ",7:54 AM,153.93,0.284375,22.6,54.2,2187,4628,NA,NA
D,Cycling,Tue,"May 26, 2015 ",1:33 PM,47.77,0.101550926,19.6,41.6,944,1477,NA,NA
D,Cycling,Tue,"May 26, 2015 ",1:33 PM,47.77,0.101550926,19.6,41.6,944,1477,NA,NA
D,Cycling,Mon,"May 25, 2015 ",5:31 PM,17.88,2.444444444,18.3,36.6,373,556,NA,NA
D,Cycling,Sun,"May 17, 2015 ",8:35 AM,160.95,0.287025463,23.4,63.6,1800,4582,NA,NA
D,Cycling,Sun,"May 17, 2015 ",8:35 AM,160.95,0.287025463,23.4,63.6,1800,4582,NA,NA
D,Cycling,Wed,"May 13, 2015 ",5:44 PM,73.36,0.117384259,26,53.9,629,2066,NA,NA
D,Cycling,Sun,"May 10, 2015 ",10:30 AM,63.29,0.132199074,19.9,45.7,678,1647,NA,NA
D,Cycling,Sun,"May 3, 2015 ",8:20 AM,128.26,0.238703704,22.4,58.1,1836,3877,NA,NA
D,Cycling,Sun,"May 3, 2015 ",8:20 AM,128.26,0.238703704,22.4,58.1,1836,3877,NA,NA
D,Cycling,Sat,"Aug 9, 2014 ",7:42 AM,154.65,0.327951389,19.6,64.1,3075,5014,NA,NA
D,Cycling,Sat,"Aug 9, 2014 ",7:42 AM,154.65,0.327951389,19.6,64.1,3075,5014,NA,NA
D,Cycling,Thu,"Jul 31, 2014 ",5:24 PM,53.76,0.085543981,26.2,61.5,540,1579,NA,NA
D,Cycling,Sat,"Jul 26, 2014 ",8:22 AM,56.42,0.095625,24.6,54.8,484,1545,NA,NA
D,Cycling,Fri,"Jul 25, 2014 ",2:44 PM,67.64,0.107951389,26.1,57.4,642,1947,NA,NA
D,Cycling,Mon,"Jul 21, 2014 ",5:47 PM,47.44,0.075902778,26,56.6,355,1318,NA,NA
D,Cycling,Tue,"Jul 15, 2014 ",5:22 PM,40.65,0.09,18.8,58.5,322,968,NA,NA
D,Cycling,Thu,"Jul 10, 2014 ",6:54 PM,30.56,0.052916667,24.1,50,238,813,NA,NA
D,Cycling,Thu,"Jul 10, 2014 ",6:40 PM,4.13,0.407638889,25.3,45.7,38,121,NA,NA
D,Cycling,Mon,"Jul 7, 2014 5",5:06 PM,60.76,0.102361111,24.7,63.8,543,1718,NA,NA
D,Cycling,Sat,"Jun 14, 2014 ",11:39 AM,84.41,0.187835648,18.7,56.1,1397,2521,NA,NA
D,Cycling,Sat,"Jun 14, 2014 ",11:39 AM,84.41,0.187835648,18.7,56.1,1397,2521,NA,NA
D,Cycling,Sat,"Jun 14, 2014 ",10:55 AM,6.73,1.078472222,15.6,45.7,71,177,NA,NA
D,Cycling,Sat,"Jun 14, 2014 ",10:55 AM,6.73,1.078472222,15.6,45.7,71,177,NA,NA
D,Cycling,Sun,"May 4, 2014 ",7:25 AM,171.86,0.363888889,19.7,57.6,2631,5424,NA,NA
D,Road Cycling,Thu,"May 1, 2014 ",11:18 AM,169.71,0.292488426,24.2,26,1877,NA,NA,NA
D,Cycling,Sun,"Apr 13, 2014 ",2:03 PM,32.04,0.075034722,17.8,46.7,246,876,NA,NA
D,Cycling,Sun,"Apr 13, 2014 ",1:28 PM,8.5,1.234027778,17.2,39.2,89,221,NA,NA
D,Cycling,Sun,"Aug 25, 2013 ",5:02 PM,40.91,0.095474537,17.9,42.1,194,898,NA,NA
D,Cycling,Sun,"Aug 25, 2013 ",1:25 PM,57.78,0.14931713,16.1,43.2,159,1332,NA,NA
D,Cycling,Sun,"Aug 25, 2013 ",10:55 AM,47.17,0.103217593,19,56.8,352,1267,NA,NA
D,Cycling,Sun,"Jul 21, 2013 ",12:55 PM,91.34,0.378761574,10,51.8,1143,2095,97,171
D,Cycling,Mon,"Jul 15, 2013 ",6:40 PM,51.2,0.095208333,22.4,42,182,1268,NA,NA
D,Cycling,Sat,"Jul 13, 2013 ",1:35 PM,3.05,0.465277778,16.4,37.5,8,48,104,128
D,Cycling,Sun,"Jul 7, 2013 ",10:50 AM,104.53,0.253125,17.2,54.6,1289,1987,133,173
D,Cycling,Fri,"Jul 5, 2013 ",4:31 PM,89.02,0.22287037,16.6,45.8,950,1791,119,165
D,Cycling,Sun,"Jun 30, 2013 ",10:05 AM,75.08,0.187280093,16.7,51.6,993,1473,129,201
